data_collector|person_id|height|head.height|arm.span|hand.length|foot.length|floor.hip|age|my.ethnicity|my.gender|new.units|p.height|p.head.h|p.arm.span|p.hand.length|p.foot.length|p.floor.hip
7e7c74a4b3543bfd71fdce2f52df44e2|5d44a032652974c3e53644945a95b126|176.53|19.05|184.658|19.939|26.924|107.188|58|w|f|cm|1|0.107913669064748|1.04604316546763|0.11294964028777|0.152517985611511|0.607194244604317
4c2954ca87d25ecb003e253dff6485b7|1f2dfa567dcf95833eddf7aec167fec7|177.165|20.955|175.895|18.415|23.495|100.0125|24|w|f|cm|1|0.118279569892473|0.992831541218638|0.103942652329749|0.132616487455197|0.564516129032258
7e01a8e692e1c5459b716e6af849922e|1e7342845e24eb3b5b3554490da1c128|170.18|22.86|171.45|18.415|24.765|92.075|28|w|m|cm|1|0.134328358208955|1.00746268656716|0.108208955223881|0.145522388059701|0.541044776119403
d4c40ebf6bd149deed005ca123fa3110|051a9911de7b5bbc610b76f4eda834a0|187.452|22.225|191.516|20.828|29.591|112.395|59|w|m|cm|1|0.118563685636856|1.02168021680217|0.111111111111111|0.157859078590786|0.599593495934959
3a263ca1825c7810dd45e801c9e9f45f| e2075474294983e013ee4dd2201c7a73|172.72|21.59|173.0375|18.415|23.1775|98.7425|28|w|f|cm|1|0.125|1.00183823529412|0.106617647058824|0.134191176470588|0.571691176470588
ed892caec7a86a00ec5fbefdf5f44faf|6ce9c1c0b4443b31753cd40c34000efd|175.6|21|176.2|18.4|26.35|94.75|21|w|f|cm|1|0.119589977220957|1.00341685649203|0.104783599088838|0.1500569476082|0.539578587699317
ed892caec7a86a00ec5fbefdf5f44faf|b133711dfc55c6e89213c01c58d59703|175.5|20|178|19.9|25.5|93|22|w|f|cm|1|0.113960113960114|1.01424501424501|0.113390313390313|0.145299145299145|0.52991452991453
ed892caec7a86a00ec5fbefdf5f44faf|807d5b3793c7e1f047818dd2611b1589|176|20.5|178|20.05|26.55|94|58|w|f|cm|1|0.116477272727273|1.01136363636364|0.113920454545455|0.150852272727273|0.534090909090909
ed892caec7a86a00ec5fbefdf5f44faf|74e358b9e1b44ee6129c7eb3344ee658|169.6|20.6|163|17|24.2|89|51|w|f|cm|1|0.121462264150943|0.961084905660377|0.100235849056604|0.142688679245283|0.524764150943396
ed892caec7a86a00ec5fbefdf5f44faf|99a156a62a0944ba6887b90d4fd77b15|165.9|21|166.5|17.8|24.2|84.1|53|w|m|cm|1|0.126582278481013|1.00361663652803|0.107293550331525|0.1458710066305|0.506931886678722
ed892caec7a86a00ec5fbefdf5f44faf|48cebdedc0acd343de4853d8e649058d|168|23|172|17|24.4|87.9|21|w|f|cm|1|0.136904761904762|1.02380952380952|0.101190476190476|0.145238095238095|0.523214285714286
ed892caec7a86a00ec5fbefdf5f44faf|fc45e3258bed8dcae88f0dc0b3da94df|168.5|21|170|18.9|25.75|91.75|55|w|f|cm|1|0.124629080118694|1.00890207715134|0.112166172106825|0.152818991097923|0.544510385756677
ed892caec7a86a00ec5fbefdf5f44faf|437d461430ecc08e2d51abbcf5ce9b3c|186|21.5|188.8|20|28.25|96.25|56|w|m|cm|1|0.115591397849462|1.01505376344086|0.10752688172043|0.151881720430108|0.51747311827957
ed892caec7a86a00ec5fbefdf5f44faf|1ef53b7d22b7e7eafc7c7524078ac709|170|18.5|176|19|26|93|22|a|m|cm|1|0.108823529411765|1.03529411764706|0.111764705882353|0.152941176470588|0.547058823529412
86687ae28f9bf74f509bc9cff3e967fe|4e87b49a355ca3040c49e3f513e07a7b|168.9|21.5|174|19|24.3|96.75|28|a|f|cm|1|0.127294256956779|1.03019538188277|0.112492599171107|0.143872113676732|0.572824156305506
86687ae28f9bf74f509bc9cff3e967fe|42cf3ac3c39863c610fd0c41888fbcf4|181|22.8|190.5|19.7|26.7|103.2|38|w|m|cm|1|0.125966850828729|1.0524861878453|0.108839779005525|0.147513812154696|0.570165745856354
86687ae28f9bf74f509bc9cff3e967fe|8545c7da3bff6d5e778c19a8e759e351|160|22|157.5|17.2|22|91|28|a|f|cm|1|0.1375|0.984375|0.1075|0.1375|0.56875
86687ae28f9bf74f509bc9cff3e967fe|2264bdbc3a7aae3cb9b76b698f187fcf|173|25|182|18.9|25|98.5|29|w|m|cm|1|0.144508670520231|1.05202312138728|0.109248554913295|0.144508670520231|0.569364161849711
86687ae28f9bf74f509bc9cff3e967fe|0eeb85d58ab4b0dee8fe59e66fd1aa77|163|22|170|17.1|24.15|92.1|63|a|f|cm|1|0.134969325153374|1.04294478527607|0.104907975460123|0.148159509202454|0.565030674846626
86687ae28f9bf74f509bc9cff3e967fe|1914e0a159363f777885a7f1faca745c|185.4|24.3|181.6|18.4|30.5|101.6|32|w|m|cm|1|0.131067961165049|0.97950377562028|0.0992448759439051|0.164509169363538|0.548004314994606
86687ae28f9bf74f509bc9cff3e967fe|b571d735f163b7bc0d011649a9577981|163|21|147.3|15|22.15|91.45|29|w|f|cm|1|0.128834355828221|0.903680981595092|0.0920245398773006|0.135889570552147|0.561042944785276
b5308193c0efcd28009d8b24742fda85|6cbfe40d341ebdb303629ddc4f360e7b|172.72|21.59|177.8|21.59|26.67|82.55|22|a|m|cm|1|0.125|1.02941176470588|0.125|0.154411764705882|0.477941176470588
0e672b35628c692c17853f0c53986f17|5c2f639550d9c99da8a2eefb68a5f1b6|177.8|21.59|185.42|22.225|27.94|84.7725|21|w|m|cm|1|0.121428571428571|1.04285714285714|0.125|0.157142857142857|0.476785714285714
629993a0da2e6179b41e20bc5f666120|8764c922d792e1b418a3cca4f8dc01f8|152.4|19.685|154.94|15.875|21.9075|84.7725|22|w|f|cm|1|0.129166666666667|1.01666666666667|0.104166666666667|0.14375|0.55625
448246f05cc1bd4128b33465736ceecc|89ef50937da644537ff6b0617aa19b30|167.64|19.685|177.8|18.415|26.67|87.63|19|a|m|cm|1|0.117424242424242|1.06060606060606|0.109848484848485|0.159090909090909|0.522727272727273
18a53b0cfa2bcde3c1d12e74a2e10268|3fce10bbeef92f3fcf4937defb21c93e|167.5|25|158|19.5|24|95.75|21|w|m|cm|1|0.149253731343284|0.943283582089552|0.116417910447761|0.143283582089552|0.571641791044776
18a53b0cfa2bcde3c1d12e74a2e10268|6a7c9f8d886b5f55dede69fdd6cfbd9d|172.5|22.5|174.5|20|25.25|101.25|25|w|m|cm|1|0.130434782608696|1.01159420289855|0.115942028985507|0.146376811594203|0.58695652173913
18a53b0cfa2bcde3c1d12e74a2e10268|4c86080cbd757fa1edd60b453d88c744|189|22|185.8|19.75|26.3|110.5|23|w|m|cm|1|0.116402116402116|0.983068783068783|0.104497354497354|0.139153439153439|0.584656084656085
18a53b0cfa2bcde3c1d12e74a2e10268|705374c66ddd3501ccffd1d54655411a|182|23.5|182.5|20.4|26.05|113|21|w|m|cm|1|0.129120879120879|1.00274725274725|0.112087912087912|0.143131868131868|0.620879120879121
18a53b0cfa2bcde3c1d12e74a2e10268|0fee659d076b30c1c9fbd0ee7da70afb|180.5|22|177.5|19.7|26.6|107.25|20|w|m|cm|1|0.121883656509695|0.983379501385042|0.109141274238227|0.147368421052632|0.594182825484765
18a53b0cfa2bcde3c1d12e74a2e10268|315231a7937b3434f3161307f49d491b|172.085|22.86|168.91|18.415|26.9875|97.155|55|w|m|cm|1|0.132841328413284|0.981549815498155|0.107011070110701|0.156826568265683|0.564575645756458
18a53b0cfa2bcde3c1d12e74a2e10268|9f1e5a14a0baf69bc7d5d658ddb53338|157.48|20.32|152.4|17.78|22.86|88.9|53|w|f|cm|1|0.129032258064516|0.967741935483871|0.112903225806452|0.145161290322581|0.564516129032258
18a53b0cfa2bcde3c1d12e74a2e10268|ce29d8c585d5abd57d61abc6d1cef92a|177.5|24|181.5|19.35|25.5|106.5|26|a|m|cm|1|0.135211267605634|1.02253521126761|0.109014084507042|0.143661971830986|0.6
0185c7c2eed9d48197953305a817c8b1|0c22828099b789d62a96fc1f87928f43|185|23|196|19|27|103|28|w|m|cm|1|0.124324324324324|1.05945945945946|0.102702702702703|0.145945945945946|0.556756756756757
0185c7c2eed9d48197953305a817c8b1|e821ba1edb9dc0a445b61d8ce702052a|188|22.5|187|19.5|26|101|25|w|m|cm|1|0.11968085106383|0.99468085106383|0.103723404255319|0.138297872340426|0.537234042553192
0185c7c2eed9d48197953305a817c8b1|6b34fe24ac2ff8103f6fce1f0da2ef57|184|24|183|21|26|105.5|24|w|m|cm|1|0.130434782608696|0.994565217391304|0.114130434782609|0.141304347826087|0.573369565217391
0185c7c2eed9d48197953305a817c8b1|0f91a4e5bcb75e278d54f8cca555cc4b|173|22|173|17|24|99|50|w|f|cm|1|0.127167630057803|1|0.0982658959537572|0.138728323699422|0.572254335260116
0185c7c2eed9d48197953305a817c8b1|10c7ccc7a4f0aff03c915c485565b9da|178|24|183|21|27|101|52|w|m|cm|1|0.134831460674157|1.02808988764045|0.117977528089888|0.151685393258427|0.567415730337079
0185c7c2eed9d48197953305a817c8b1|a1361cb85be840d6a2d762c68e4910e2|184.5|24|190.5|20|28|95.75|21|w|m|cm|1|0.130081300813008|1.03252032520325|0.10840108401084|0.151761517615176|0.518970189701897
0185c7c2eed9d48197953305a817c8b1|e6d9c335f6aa36754461e4dd4db30274|165|23|167.5|18|23.75|99|27|w|f|cm|1|0.139393939393939|1.01515151515152|0.109090909090909|0.143939393939394|0.6
0185c7c2eed9d48197953305a817c8b1|5844a15e76563fedd11840fd6f40ea7b|158|23|163|17|23|96|25|w|f|cm|1|0.145569620253165|1.03164556962025|0.107594936708861|0.145569620253165|0.607594936708861
b16ae1eae8d7351e997e8faf1f734d2c|6d7edc4358342d5ef92c052cb7c82057|163.8|20.8|171.4|17.35|22.65|91.25|22|w|f|cm|1|0.126984126984127|1.04639804639805|0.105921855921856|0.138278388278388|0.557081807081807
b16ae1eae8d7351e997e8faf1f734d2c|bba47c925f1a291bc29bd58d19877c27|167.6|21|165.8|17.35|21.85|99.85|25|w|f|cm|1|0.125298329355609|0.989260143198091|0.103520286396181|0.130369928400955|0.595763723150358
b16ae1eae8d7351e997e8faf1f734d2c|90e69f264a8c970f3222cf85e08425aa|166.9|20.8|157.226|16.85|22.15|92.05|25|w|f|cm|1|0.124625524266028|0.94203714799281|0.100958657878969|0.132714200119832|0.551527860994608
b16ae1eae8d7351e997e8faf1f734d2c|3591727d81b72b421c3725c3b109f713|160.2|21.59|161.5|17.75|38.75|96.75|55|w|f|cm|1|0.134769038701623|1.00811485642946|0.110799001248439|0.241885143570537|0.603932584269663
b16ae1eae8d7351e997e8faf1f734d2c|9f719255d46dd8b9b07935d891dc5295|189.4|21.3|175.1|19.3|28.9|101.1|55|w|m|cm|1|0.112460401267159|0.924498416050686|0.101900739176346|0.152587117212249|0.533790918690602
b16ae1eae8d7351e997e8faf1f734d2c|2abb1295467cadf82cc69cc385c8db49|165.7|21.7|163.6|15.25|21.75|98.6|22|w|f|cm|1|0.130959565479783|0.987326493663247|0.092033796016898|0.131261315630658|0.595051297525649
b16ae1eae8d7351e997e8faf1f734d2c|887bdcd0dc6901a24f30b41cff267176|166.6|20.1|169.7|16.45|24.15|90.65|22|w|f|cm|1|0.120648259303722|1.01860744297719|0.0987394957983193|0.144957983193277|0.544117647058824
b16ae1eae8d7351e997e8faf1f734d2c|90436fcf8fdad8e75690525f0e8a9018|176.8|20.1|175.3|16.65|25.65|87.8|21|w|f|cm|1|0.11368778280543|0.991515837104072|0.0941742081447964|0.145079185520362|0.496606334841629
b16ae1eae8d7351e997e8faf1f734d2c|ea6212772478ee71edd91f89af72c134|172.2|19.1|173.4|17.6|24.9|91.7|26|w|f|cm|1|0.110917537746806|1.00696864111498|0.102206736353078|0.144599303135889|0.532520325203252
d22301490fef91bdc398d00a35c7b790|6c1a5b12d4bd24ab2966ee3f04252c40|188|24.5|156.5|20.25|28.75|112.5|53|w|m|cm|1|0.13031914893617|0.832446808510638|0.107712765957447|0.152925531914894|0.598404255319149
fd540e43a7112f833051d2ed1fdbbbf0|281879078eb44eb9abee3125dfdf224a|170.18|25.4|171.5|18.75|22.25|92.75|53|w|m|cm|1|0.149253731343284|1.00775649312493|0.110177459160888|0.130743918204254|0.545011164649195
fd540e43a7112f833051d2ed1fdbbbf0|7ec6624767095490c469559de77ae043|154.94|20.955|154.94|19.5925|24.384|93.24|49|a|f|cm|1|0.135245901639344|1|0.126452175035498|0.157377049180328|0.60178133471021
fd540e43a7112f833051d2ed1fdbbbf0|c943d1e478cf04dd55706758ca7307a1|164.465|20.955|161.29|18.57375|21.59|94.79|20|a|f|cm|1|0.127413127413127|0.980694980694981|0.112934362934363|0.131274131274131|0.576353631471742
59944aec47699b65f6a93c79913f64cd|87b84e65079f3a08a474971aa7f355ed|177.8|22.86|185.42|20.0025|27.6225|110.49|40|w|m|cm|1|0.128571428571429|1.04285714285714|0.1125|0.155357142857143|0.621428571428571
d441d1e30322901bf7caeee33f0ee9af|5d2dadc6682bf48ce49de8a5015a76bc|176.53|21.59|180.34|19.685|25.4|101.2825|43|w|m|cm|1|0.122302158273381|1.02158273381295|0.111510791366906|0.143884892086331|0.573741007194245
d441d1e30322901bf7caeee33f0ee9af|63f4ed4ecc6dd8196b024634aaba8207|171.45|20.32|170.18|17.78|24.13|95.885|42|w|f|cm|1|0.118518518518519|0.992592592592593|0.103703703703704|0.140740740740741|0.559259259259259
