data_collector|person_id|height|head.height|head.circumference|arm.span|floor.navel|units|writing|eye|eye.color|swinging|age|gender|quality|minutes|ethnicity|notes|my.units|hand.length|hand.width|hand.elbow|elbow.armpit|arm.reach|foot.length|floor.kneepit|floor.hip|floor.armpit|my.ethnicity|my.gender|new.units|my.eye|my.writing|my.swinging|my.eye.color
5a96f81207a7a619ea2574c7e86cda93|9bca8c56351df29d833cbf3ebcb180a1|177|24|57|175|107|cm|right|left|brown|right|27|male|10|15|caucasian|possible ancestry may include: German and Scottish|cm|19|20.75|40.5|22.25|214.5|27.5|49|101.5|137.75|w|m|cm|l|r|r|br
5a96f81207a7a619ea2574c7e86cda93|3cc0689caba082b5c2c86af1e653b567|175|21.5|59.5|175|104|cm|right|right|brown|right|17|female|10|13|caucasian|possible ancestry may include: Norwegian, Irish, and mixed European|cm|19.25|19.25|40.25|23.75|217.75|25.75|47.25|99.75|135|w|f|cm|r|r|r|br
5a96f81207a7a619ea2574c7e86cda93|efbf977fb9a7ccfc45ac1b7a0ae898fc|175|21.5|55.5|174|103.5|cm|right|right|brown|right|17|female|10|11|caucasian|possible ancestry may include: Norwegian, Irish, and mixed European|cm|19|18.75|41.5|25.5|218.25|25|45.75|100.5|136|w|f|cm|r|r|r|br
5a96f81207a7a619ea2574c7e86cda93|7acbdef0e0b5009c22a9f9ea31294de5|177|22|58|181|110.5|cm|right|left|blue|right|17|male|10|12|caucasian|possible ancestry may include: Italian, Irish, and Scottish|cm|20.25|24|49.25|28.5|234.25|30|49.5|109.75|151|w|m|cm|l|r|r|bl
5a96f81207a7a619ea2574c7e86cda93|df09e9a8368e050f75a6f2aa89c2c54c|166|20|56.5|160|102|cm|right|right|hazel|right|51|female|10|14|caucasian|possible ancestry may include: majority Italian|cm|18.75|19.5|40.25|32.25|204.25|27.25|49.5|100.5|131.75|w|f|cm|r|r|r|ha
5a96f81207a7a619ea2574c7e86cda93|d35f30a55820eb88b89350618eb3a171|174|22|57.5|175|102|cm|right|right|brown|right|28|female|10|12|caucasian|possible ancestry may include: European and some Guatemalan|cm|19|19.5|43.75|22.75|222.75|24.25|48.5|103|132.25|w|f|cm|r|r|r|br
5a96f81207a7a619ea2574c7e86cda93|0a02f10d313ea98a111c9e8323ed385e|183|23|57.5|172|109|cm|right|right|blue|right|30|male|10|13|caucasian|possible ancestry may include: majority Polish|cm|19|20.25|43.5|21|230|26.75|49.75|95.5|137.75|w|m|cm|r|r|r|bl
5a96f81207a7a619ea2574c7e86cda93|8fb178c3d24b3f5b762d0c82507fd3ed|93|20|51|90.5|49|cm|both|NA|brown|both|3|female|8|15|hispanic|possible ancestry may include: majority Guatemalan, very young so has not established a dominant hand and determining dominant eye was not possible|cm|12.25|13.25|25.25|10|107.25|14.75|23.5|46.75|69.5|h|f|cm|NA|b|b|br
5a96f81207a7a619ea2574c7e86cda93|3409c695fd39d4511ed3dd3d9fa3436f|178|23|59.5|177|104.5|cm|left|left|blue|left|19|male|10|10|caucasian|possible ancestry may include: Italian, Irish, and Scottish|cm|20|21.25|45.25|23.5|221.25|25.25|50.5|103.5|144.25|w|m|cm|l|l|l|bl
a7380c7fdd4f9c977a007c003e42deb8|f041ccb55bdc946d17630b2682f9d2ee|151.13|20.5|53.5|154|94.5|cm|right|right|brown|right|11|female|10|10|white|afghan|cm|15.5|18.5|42.5|23.5|199.23125|23.5|42|93.5|115.5|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|c4d4662080f2500e189e6e0c061d523b|165.1|23|55|176.53|104|cm|right|right|brown|right|17|female|10|10|white|afghan|cm|18.75|19.5|47.25|24.5|214.3125|26.5|46|103|126|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|bd1d7b0809e4b4ee9ca307aa5308ea6f|157.48|20|53.5|165.1|92.5|cm|right|right|brown|right|41|female|10|10|white|afghan|cm|16.5|20.5|43|25.5|202.2475|23.5|40|94|123.5|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|df3939f11965e7e75dbc046cd9af1c67|174.625|23.5|61|180.34|105|cm|right|right|hazel|right|45|male|10|10|white|afghan|cm|19.5|23.5|49.5|23.5|230.1875|26.5|49|103|133.5|w|m|cm|r|r|r|ha
a7380c7fdd4f9c977a007c003e42deb8|dee1225ded7171820b3b974f86164a65|167|22|55|171|105|cm|right|right|brown|right|30|female|9|10|white|afghan|cm|20|20|45|31|212|26|50|102|130|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|aad627aedbaec238fd7f74e3aa3385e5|170|24|57|175|106|cm|right|right|brown|right|33|male|9|10|white|afghan|cm|21|22|46|31|218|27|50|105|133|w|m|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|571163a3f76efb73cd125ef35b44ea4d|154|21|56.2|155|94|cm|right|right|brown|right|21|female|9|10|asian|fillipino|cm|16.6|17|39.65|21.05|195.35|23.35|40.4|96.15|122.6|a|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|3a444f015555e4667dec80fd853a5033|167.64|24|58.5|177.8|100|cm|right|right|brown|right|21|female|9|10|white|afghan|cm|18|20|45.5|27|220.345|35.5|74|101|133|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|3ce80889b3746a483269fb4554f69517|185|25|59|188|108|cm|right|left|hazel|right|27|male|9|10|latin american|NA|cm|20|23.75|52|27|228|30|58|104|147|l|m|cm|l|r|r|ha
a7380c7fdd4f9c977a007c003e42deb8|bf9017d04f72c1b5ba407971fbf61289|172|22|58|170|89|cm|right|right|black|right|24|male|9|10|asian|korean|cm|17|7|38|18|207|23|48|35|106|a|m|cm|r|r|r|b
00b0bc50a5d4c23ebdac6e69cebf284d|cb216e6502316d1466d79b4a18b540cf|180.5|26.5|60.5|181.5|103.5|cm|right|left|hazel|right|29|male|10|22|white|possible ancestry may include: german, english|cm|21.5|24.25|47|28|233.5|28.5|44|100.5|142.5|w|m|cm|l|r|r|ha
07455b8d275697db40dab95a03f3c208|be6fbe0a469c8ba8b4f2c44e0fe6304d|160|20|55.5|157|NA|cm|right|left|hazel|right|57|female|9|18|white|possible ancestry may include: spanish|cm|18|20.5|39.5|28|206|25.25|40.5|96.5|134.5|w|f|cm|l|r|r|ha
21130e0e97a7ce7afdd817c223e9ac64|ca9ff114ef0294d44570b2f047017c45|175|24|58|180|NA|cm|right|right|hazel|right|50|male|10|15|white|N/A|cm|24|26.5|43|28|224.75|28|44.5|104.25|142|w|m|cm|r|r|r|ha
07455b8d275697db40dab95a03f3c208|d461230a8b9f2893ad1ec16580afbeb2|180|23|58.5|185|NA|cm|right|right|hazel|right|24|male|9|16|white|possible ancestry may include: spanish|cm|20.5|25|44.5|30.5|233|28|47|101.5|145|w|m|cm|r|r|r|ha
00b0bc50a5d4c23ebdac6e69cebf284d|47216f67cbc4c6ce2dc9d6e41550496d|158|24.5|55.5|161.5|98|cm|right|right|blue-green|right|23|female|10|14|white|possible ancestry may include: german, irish|cm|16.5|20|39|24|201|23|41.5|97.25|127.5|w|f|cm|r|r|r|bl-gr
00b0bc50a5d4c23ebdac6e69cebf284d|b7d7985212d1c5dad1b63a7d529ce904|182.5|25|56|186|115.5|cm|right|left|hazel|left|23|male|10|13|white|possible ancestry may include: scandinavian|cm|19|21|45.5|25.5|239.5|26|48.5|108|144|w|m|cm|l|r|l|ha
dc4c5f00782773504555c80d9c6dd20f|9a151897ab3979d9320496fa60f3dd09|168|26|57|167|98.5|cm|left|left|brown|right|21|male|8|20|white-filipino|white father, filipino mother: possible cebuano ethnicity|cm|19|21.75|45|24|215|25|43.5|95.5|135.75|wf|m|cm|l|l|r|br
cc97268e16b656d42336d456432e1925|c7d12fe45546c973922880529fa8edae|181|25.5|61|182.5|103|cm|right|left|blue|right|56|male|9|14|white|possible ancestry may include: german, english|cm|22|25|45.5|28.5|232|28.5|43|95.5|142|w|m|cm|l|r|r|bl
391737a84a55fb3fc6b1f3e5789cd077|f7c4fadae08200bc74b0fe5368741290|155|22|57|154|NA|cm|right|left|brown|right|56|female|9|15|white|N/A|cm|17.5|19.25|37|25|198|24.5|39|94.5|126|w|f|cm|l|r|r|br
391737a84a55fb3fc6b1f3e5789cd077|fb5537e142ed55885e711bb28e44bfc4|176|24|58.5|177|NA|cm|right|right|hazel|right|17|male|9|16|white|possible ancestry may include: german, french|cm|22|23.5|45|26.75|232.25|27|44|98|138|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|2cb006f5af92908e10f658a662e1d5dc|156.21|20.32|53.975|153.035|88.9|in|right|right|blue|rigth|28|female|10|20|white|Possible Irish descent|in|16.51|16.8275|37.465|24.4475|194.31|21.7932|37.3507|88.5825|123.3932|w|f|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|5b6caf13d5494dbcf97f7cbc08fb4474|177.8|23.495|57.15|187.96|104.14|in|right|right|brown|right|27|male|10|24|white|NA|in|18.8341|20.32|46.99|33.4391|225.58375|27.0764|50.0507|102.3366|135.89|w|m|cm|r|r|r|br
58056c4dc037cb0dbba1ad30215034da|25e38df28480f96f016e14a314fe3c78|152.0825|20.955|52.07|149.86|86.995|in|right|right|blue|right|61|female|10|26|white|NA|in|18.9865|19.4564|41.275|25.0825|191.9732|21.9964|41.3766|86.487|123.7107|w|f|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|c2a09d55305b52aad95a25a11f4a6e9f|176.9364|20.955|53.975|177.4825|101.854|in|right|right|blue|right|61|male|10|23|white|NA|in|20.955|22.987|46.2661|33.7566|223.04375|25.11425|45.24375|100.1141|136.36625|w|m|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|739d1aeb9df6ab5010aa49d84ffee8ed|161.925|19.05|53.34|160.655|95.25|in|right|right|brown|right|54|female|10|20|white|NA|in|18.415|20.955|44.1325|32.385|203.2|24.13|43.18|93.98|130.81|w|f|cm|r|r|r|br
58056c4dc037cb0dbba1ad30215034da|dcb3e11bbe723cfa77314f8e5fd010c7|182.88|22.86|58.42|186.69|113.03|in|right|right|hazel|right|55|male|9|18|white|Had stroke, left side affected|in|19.05|20.0025|47.9425|34.29|234.6325|26.035|52.07|107.6325|154.305|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|b08ccacdf72360c9419bed8e73f81fab|160.02|21.1582|52.07|158.115|87.63|in|right|right|hazel|right|63|female|9|22|white|NA|in|17.78|18.5166|40.767|23.1775|203.9366|22.86|43.18|86.8045|129.06375|w|f|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|d4ec69b42a38a9e3bb885e045e50861a|168.275|20.574|50.8|172.085|106.045|in|right|right|hazel|right|28|female|9|21|white|NA|in|17.78|19.72945|43.053|28.575|207.99425|24.3332|42.926|102.8573|135.0645|w|f|cm|r|r|r|ha
28c6a87502875ef92990719df72796de|eb85e0caa487a9fd16fac6b15715dcf8|187.96|20.32|58.42|191.135|111.125|in|right|right|hazel|right|27|male|10|25|white|Flat footed, possible German ancestry|in|20.0025|21.59|51.1175|38.1|240.3475|27.6225|50.8|104.775|146.3675|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|ee9817b969dbd601e367e777a5de7962|165.1|20.955|58.42|166.37|100.965|in|right|right|blue|right|36|female|8|21|white|NA|in|17.78|19.05|40.005|24.765|209.55|22.5425|42.8625|96.0882|130.81|w|f|cm|r|r|r|bl
e7f9de8678dd0388865077403567b45c|967282cd5d3edbae550d1c4ab643f5ce|173|22|54.5|173|100|cm|right|right|brown|right|23|male|10|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|17.75|20|43|22|216.5|26|47.75|96|129|a|m|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|8e244595a666e4311a81757ca88371b8|167|18|53|167|102|cm|right|right|brown|right|25|female|10|18|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|cm|18|19.75|42|22.5|206.75|25|48.5|94.75|126.5|a|f|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|7902ed1386067dae936e6639ba7f85a4|157|19|53.5|159|94|cm|right|right|brown|left|50|female|10|20|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|16.5|18.5|39|28.5|196.5|23|43.5|88.5|119.5|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|6ea4dc5cd6a84ef12b677bbaabc9fc6f|158|24|53|146|93|cm|right|right|brown|let|94|female|10|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|17|16.5|39.5|20|192|24|48|89.5|110.5|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|4eec8ecba9d91f00de594fa5267d1c98|162|22.5|56|163|98|cm|right|right|brown|right|72|female|9|23|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|18.5|19.5|42|24|203.5|24|49.5|96|126.5|a|f|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|49f34c755408a89228f78967771c175f|168|28|53|177|97|cm|right|right|black|right|72|male|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|cm|19|20.25|43.75|21.5|214|25|47|93.5|130|a|m|cm|r|r|r|b
e7f9de8678dd0388865077403567b45c|aacdcaab42f85782dbafce7a5d26b4b1|151|20|56|165|91|cm|right|both|brown|leftt|76|female|9|16|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|18|18.75|40.5|21|194.5|24|47|95.75|121|a|f|cm|b|r|l|br
e7f9de8678dd0388865077403567b45c|f1b5a149b72512dffa7774d6a793b41b|149|29|54|148|88.5|cm|right|right|brown|left|68|female|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|cm|16.5|19.5|37.75|19.5|181.5|22.5|45.25|93.25|122|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|15f97b6406102d4ccf285b8063f39f84|159|23|54|167|90|cm|right|both|black|right|75|male|9|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|cm|16.75|19.75|43|21.5|196|22.5|47.5|93|122|a|m|cm|b|r|r|b
e7f9de8678dd0388865077403567b45c|0657038008ee10df1a7dc9e8b25e59a0|162|22.5|58|160.5|91.5|cm|right|both|brown|right|77|male|9|21|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|cm|17.75|19.5|23.5|20.5|201|24|49|98|131.5|a|m|cm|b|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|830b198e4dbea57bc18d39e4174bd4a4|173.99|25.0825|60.325|181.61|104.14|inches|right|right|brown|right|27|male|9|16|white|NA|in|18.89125|21.74875|45.87875|33.02|225.425|25.4|42.2275|89.535|150.8125|w|m|cm|r|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|839d0778a7469b85de24947ff78d9c15|170.18|18.415|55.88|172.72|101.6|inches|left|left|brown|left|58|female|10|14|white|NA|in|16.51|20.32|40.005|24.765|218.44|23.495|42.8625|96.52|130.81|w|f|cm|l|l|l|br
b7c953cb6c1f80156d72b012e64c2f5b|d001d856ebdf0decd03d46283237d5d4|177.8|25.4|57.15|182.88|107.95|inches|right|right|blue|right|52|male|8|21|white|NA|in|17.78|20.0025|43.18|27.94|226.06|26.67|45.72|105.41|132.08|w|m|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|ce9d8ffcc3b2509bdf8bee1e4787b014|152.4|24.13|55.88|152.4|86.995|inches|right|right|blue|right|53|female|10|19|white|NA|in|15.875|17.78|37.465|20.32|197.2818|21.59|38.1|87.63|116.84|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|ec53b315cf47f7f0a66e0df9d77fe1b7|177.8|20.32|56.515|182.88|107.315|inches|right|right|hazel|right|60|male|9|15|white|missing pinky on left hand|in|223.2025|18.0975|45.72|24.765|220.98|25.0825|42.2275|103.8225|141.605|w|m|cm|r|r|r|ha
b7c953cb6c1f80156d72b012e64c2f5b|dfe7ac4bf28ba478a59850d3ca63ceb3|161.925|19.685|55.245|158.115|85.09|inches|right|right|blue|right|61|female|10|17|white|NA|in|17.4625|16.1925|38.735|24.765|194.945|23.8125|41.91|79.6925|115.57|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|fe37167d943dc7ea355615ecf8c775f9|162.56|21.59|57.15|161.29|95.25|inches|right|right|blue|right|68|female|10|15|white|NA|in|17.78|18.0975|40.3225|20.6375|190.5|24.4475|41.275|90.17|124.46|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|a815dbe596b632b4fd406210c97257d5|180.34|20.32|58.42|182.88|109.22|inches|right|right|brown|right|69|male|7|19|white|Can't move left hand or arm, was able to measure|in|18.415|20.32|41.5925|27.305|207.01|25.7175|46.355|102.235|137.16|w|m|cm|r|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|2c7416c8b08edd974800bbf4bcbcd6ba|160.655|19.05|55.88|152.4|97.79|inches|right|right|blue|right|11|male|10|21|white|NA|in|17.78|17.78|41.275|27.94|204.47|24.765|48.26|96.52|116.84|w|m|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|7a7ad17163012c8f04322273aebfe886|184.15|20.955|57.785|186.69|107.95|inches|right|right|hazel|right|30|male|10|12|white|NA|in|19.05|20.32|49.2125|34.29|237.1725|28.2575|48.26|104.775|150.1775|w|m|cm|r|r|r|ha
7e6e6a69493f1d54a74ecdd4058ebadf|68097a6cb16bbb5dbd68f19762081469|158|22|53.5|159.5|91.5|cm|right|right|brown|right|62|f|8|25|korean|NA|cm|17|19.5|39.5|23.5|199.5|21.75|35.75|92.5|123|a|f|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|338c1ca2a3984271538bc74eae7bef6b|172|24|56|168|98.5|cm|right|right|brown|right|68|m|8|25|korean|NA|cm|19.5|20.5|41.75|25|211.5|25.25|44|100|135.5|a|m|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|0c5f10813c5f6befe0da412e67a6aa60|190.5|22.25|57.25|193|113|cm|right|left|blue|right|36|m|8|10|white|possibly danish|cm|21|22.25|51.125|36.5|244.5|28.375|51.5|105.125|156.5|w|m|cm|l|r|r|bl
7e6e6a69493f1d54a74ecdd4058ebadf|2b5ea6f3126404c7e4eda7825bed9899|180.25|21.5|55.5|185.5|111|cm|right|right|green|right|42|f|8|10|white|possibly german|cm|19.875|21.625|46.75|28.75|234.375|26.75|52.375|109|149.25|w|f|cm|r|r|r|gr
7e6e6a69493f1d54a74ecdd4058ebadf|7b57fe76c35503b0a477d287ea00b37f|158|20.5|57|166|90|cm|right|left|brown|right|33|f|6|15|korean|NA|cm|16.75|19.5|40.5|21.5|198.5|23.5|40.25|84.75|130|a|f|cm|l|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|1d6fdbb06fbbf58b46d607cf1685049e|178|22|54|174|107.5|cm|right|left|brown|right|34|m|6|15|white|NA|cm|17.5|20.5|44.5|25.75|234|23.5|47.5|102.5|143.5|w|m|cm|l|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|a8e17797adc14c4a0d5e471e1c51e978|173|20|21.5|179|104|cm|right|right|brown|right|36|m|9|20|indian|converted from inches|cm|18.25|19.5|46|30.5|84|26.5|45.5|100.75|127|a|m|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|fb0584aba84a3668a9bbf0470fba3076|162.5|20.3|55.8|165|96.5|cm|left|left|brown|right|38|f|8|10|korean|NA|cm|17.4|17.8|43|28.5|204.25|22.3|40|96.5|132.75|a|f|cm|l|l|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|d1c3771b9b322f68e211feb06e6be920|168|20|55|165|97|cm|left|left|hazel|left|40|m|8|15|white|Irish/Spanish|cm|18|20|43.5|31.125|218.45|24.425|39.25|91.5|133.875|w|m|cm|l|l|l|ha
f697d5c9213997cc167707e4f07a8da8|a97ef9def423fd197a090c1cb628a69f|169|22|58|173|101|cm|right|both|brown|left|23|male|10|9.5|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|cm|19.5|21.5|45|22.5|205|26|45.5|97|131.5|ca|m|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|3036ed5a46ad4a5a95f1539c3380b842|158|21.5|57|162|92|cm|right|both|brown|left|23|female|9|9.75|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.|cm|18|18.5|41|23|195|23.25|42|88|125.5|a|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|425f17c638540b224c07192d531bb3cb|137|23|54|139|85|cm|right|left|brown|left|31|male|8|13.25|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.|cm|17.5|16|33.5|20.5|172|22|38|78.5|108|a|m|cm|l|r|l|br
f697d5c9213997cc167707e4f07a8da8|7c1c7202e4c08021c2f734c5c8e2f087|162|24|56|164|93|cm|left|left|brown|right|60|male|7|27|Asian|Ancestry includes: Cambodian and Vietnamese.|cm|20.25|19.5|40.5|20.5|196.5|23.75|44|86|119|a|m|cm|l|l|r|br
f697d5c9213997cc167707e4f07a8da8|92bfa27dc07eba67b807bc12b1718d6f|160|23|54|159|95|cm|right|right|brown|left|52|female|7|25|Asian|Ancestry includes: Cambodian and Chinese.|cm|19|19|39.5|20.5|189.5|23.5|40.5|83.5|122.5|a|f|cm|r|r|l|br
f697d5c9213997cc167707e4f07a8da8|6a2b00bf02f70b2f261665b44e22013a|171|23|57|171.5|101|cm|right|right|blue|left|64|male|8|19.5|Caucasian|Ancestry includes: English, Scandanavian.|cm|19|22|43|20|212.5|26|49|96.5|134.5|w|m|cm|r|r|l|bl
f697d5c9213997cc167707e4f07a8da8|2fb0249a6780ecbd5fee198521790376|140|20|55|143|83|cm|right|both|brown|left|47|female|8|26|Asian|Ancestry includes: Filipino.|cm|17|18.5|37.25|20.5|179.5|21|43|79|111.5|a|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|14298d51dc6aa40726467279e600b416|154|23.5|57|160|96|cm|left|both|brown|right|25|male|9|24.75|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|cm|19.25|21|41.5|20.25|197|24.75|45|89.5|120.5|ca|m|cm|b|l|r|br
f697d5c9213997cc167707e4f07a8da8|d7349aa570a6e2f2211e14679cd3808b|148|24|57|148|93|cm|right|both|brown|left|22|female|7|25|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|cm|17|17|35.5|19|184|22.75|42.25|89|117.5|ca|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|c17bb12cc856350de9e81e40946d5310|148|23|54|147|92|cm|right|right|brown|left|17|female|10|17|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|cm|17|16.5|37|20|181.5|23|39.5|87.5|112|ca|f|cm|r|r|l|br
54da3e417c8efaddfe60f2634e0655ff|fd4c92272d5a952adf7aad11c20458e1|182.88|23.495|57.15|193.04|107.95|"in"|"right"|"right"|"brown"|"right"|25|"male"|9|NA|"caucasian"|NA|in|19.05|25.4|49.2125|21.9075|234.6325|27.94|53.34|99.06|144.145|w|m|cm|r|r|r|br
3278ce887bc37a4d45550d5e8a6d6828|ef1cb6e72d149b184cc241037203f60b|170.18|38.1|60.325|158.75|93.98|"in"|"right"|"both"|"brown"|"right"|26|"male"|8|17|"asian"|NA|in|17.4625|19.3675|40.64|25.4|199.7456|23.8125|42.2275|90.17|125.73|a|m|cm|b|r|r|br
ae042cc7daa59392f0ae30e0d7efea55|d0fa06cd93335c8cae357ffe5cd1c4e9|174.498|20.32|55.372|175.26|105.41|"in"|"right"|"right"|"brown"|"right"|28|"male"|8|15|"asian/latino"|NA|in|18.669|19.939|41.021|25.781|218.44|26.035|44.2595|105.537|134.874|al|m|cm|r|r|r|br
7e7c74a4b3543bfd71fdce2f52df44e2|5d44a032652974c3e53644945a95b126|176.53|19.05|55.372|184.658|109.22|"in"|"right"|"right"|"blue"|"right"|58|"female"|9|NA|"caucasian"|NA|in|19.939|22.606|45.974|28.702|228.092|26.924|50.038|107.188|142.748|w|f|cm|r|r|r|bl
18ec34f5d5544bbb34ac03bbd62d61cf|3691308f2a4c2f6983f2880d32e29c84|162.56|33.02|58.42|166.37|99.06|"in"|"right"|"right"|"brown"|"right"|26|"female"|8|17|"asian/latino"|NA|in|19.05|21.2725|44.45|26.9875|201.93|23.1775|44.1325|91.7575|127|al|f|cm|r|r|r|br
4c2954ca87d25ecb003e253dff6485b7|1f2dfa567dcf95833eddf7aec167fec7|177.165|20.955|55.245|175.895|106.68|"in"|"right"|"right"|"blue"|"right"|24|"female"|9|NA|"caucasian"|NA|in|18.415|21.59|44.7675|35.56|224.4725|23.495|51.435|100.0125|143.51|w|f|cm|r|r|r|bl
7e01a8e692e1c5459b716e6af849922e|1e7342845e24eb3b5b3554490da1c128|170.18|22.86|58.42|171.45|99.3775|"in"|"right"|"left"|"blue"|"right"|28|"male"|9|18.5|"caucasian"|NA|in|18.415|20.955|41.91|20.32|208.28|24.765|45.085|92.075|127.635|w|m|cm|r|r|r|bl
d4c40ebf6bd149deed005ca123fa3110|051a9911de7b5bbc610b76f4eda834a0|187.452|22.225|60.96|191.516|115.062|"in"|"right"|"left"|"brown"|"right"|59|"male"|9|NA|"caucasian"|NA|in|20.828|25.4|45.974|26.797|236.093|29.591|47.752|112.395|153.924|w|m|cm|r|r|r|br
3a263ca1825c7810dd45e801c9e9f45f| e2075474294983e013ee4dd2201c7a73|172.72|21.59|56.515|173.0375|104.14|"in"|"right"|"right"|"brown"|"right"|28|"female"|9|18.5|"caucasian"|NA|in|18.415|20.32|43.18|22.225|215.9|23.1775|46.99|98.7425|132.08|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|6ce9c1c0b4443b31753cd40c34000efd|175.6|21|53.8|176.2|109|cm|right|right|brown|right|21|female|10|18|white|white european, I gave a 10 on quality because I did the measurement myself|cm|18.4|20.85|47.15|31.5|222|26.35|45.1|94.75|141|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|b133711dfc55c6e89213c01c58d59703|175.5|20|55|178|107|cm|right|right|grey-green|right|22|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|19.9|20.35|41.85|30.5|225.5|25.5|45|93|142.1|w|f|cm|r|r|r|gr-g
ed892caec7a86a00ec5fbefdf5f44faf|807d5b3793c7e1f047818dd2611b1589|176|20.5|56|178|109|cm|right|right|grey|right|58|female|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|20.05|22|44.6|34|227|26.55|48.05|94|143|w|f|cm|r|r|r|g
ed892caec7a86a00ec5fbefdf5f44faf|a6d6a2fdf86ad4bc8096955a9f05f1ec|158|17.5|56|152.7|94|cm|right|right|blue-green|right|17|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|15.85|17.65|39.6|27.8|194.85|21.55|39.25|82|119.25|w|f|cm|r|r|r|bl-gr
ed892caec7a86a00ec5fbefdf5f44faf|74e358b9e1b44ee6129c7eb3344ee658|169.6|20.6|58|163|100|cm|right|right|blue-green|right|51|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|17|19.65|42.75|29.1|209.65|24.2|41.25|89|126.45|w|f|cm|r|r|r|bl-gr
